0.1,0.104581535525601,0.135654767415647,0.01
0.1,0.198901767178611,0.139042446367282,0.01
0.1,0.303053851927449,0.137202456501549,0.01
0.1,0.403493297766005,0.13420591374867,0.01
0.1,0.501051163054505,0.128808300892173,0.01
0.1,0.600400717624648,0.123480392477239,0.01
0.1,0.702769758246436,0.117677129874322,0.01
0.1,0.803406611255993,0.113814502476036,0.01
0.1,0.895446316131013,0.11179863981232,0.01
0.3,0.102602518486036,0.325250924749347,0.01
0.3,0.195280039255189,0.328197472713716,0.01
0.3,0.30100171122505,0.324396053363505,0.01
0.3,0.402011690625237,0.320804262248015,0.01
0.3,0.503769969966637,0.322381179504588,0.01
0.3,0.598252367668433,0.315477766785477,0.01
0.3,0.699446351820874,0.313967897533509,0.01
0.3,0.799212230043462,0.312408163261154,0.01
0.3,0.904227772951712,0.309489118743174,0.01
0.5,0.102891808404667,0.469243345708318,0.01
0.5,0.202756198915723,0.473346153569077,0.01
0.5,0.296444392280035,0.469119453113583,0.01
0.5,0.403254765838574,0.474826956006427,0.01
0.5,0.498507084748971,0.471902219089183,0.01
0.5,0.603516638101962,0.475062818997606,0.01
0.5,0.703184026759823,0.481882017708918,0.01
0.5,0.7995109921292,0.486612683715996,0.01
0.5,0.902711872182385,0.483231183153671,0.01
0.8,0.100872323655773,0.695003168405402,0.01
0.8,0.198325937027513,0.706981877022778,0.01
0.8,0.298551559093389,0.710199023965829,0.01
0.8,0.398216797176884,0.723917284981049,0.01
0.8,0.502119270187348,0.729882565118826,0.01
0.8,0.597135164519745,0.73574447933233,0.01
0.8,0.699455856898679,0.747251753241639,0.01
0.8,0.803251238772562,0.759118075200444,0.01
0.8,0.901201819427241,0.779622413818456,0.01
